task_seed,task_id,acid_type,difficulty,direction,pka_family,true_pair_count,initial_ph,target_ph,overshoot_cap_events,overshoot_cap_applied_steps,overshoot_cap_final_ml,true_success,strict_success,severe_failure,measured_success,false_stop,steps,overshoots,final_abs_error,total_volume_ml,acid_added_ml,base_added_ml,final_true_ph,final_measured_ph,stop_reason,label,training_seed,benchmark_seed,checkpoint_sha256,checkpoint_reward_variant,step_cost
1000101,1,triprotic,near,acid,separated,3,6.428,6.221,0,0,,0,0,0,1,1,32,0,0.10144301236054432,0.9600000000000006,0.9600000000000006,0.0,6.322443012360544,6.32,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,2,monoprotic,medium,acid,single,1,3.513,1.532,1,0,1.51,1,1,0,1,0,3,1,0.020627524371026773,9.24,9.24,0.0,1.5113724756289733,1.51,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,3,triprotic,medium,acid,separated,3,4.577,3.473,0,0,,1,0,0,1,0,10,0,0.06823476113698845,11.95,11.95,0.0,3.5412347611369883,3.54,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,4,diprotic,medium,base,separated,2,2.611,3.353,0,0,,1,0,0,1,0,2,0,0.0642886007456549,1.3599999999999999,0.0,1.3599999999999999,3.2887113992543453,3.29,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,5,diprotic,medium,acid,separated,2,4.465,3.519,0,0,,1,0,0,1,0,2,0,0.08161653200427921,3.56,3.56,0.0,3.6006165320042793,3.6,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,6,monoprotic,medium,base,single,1,2.331,3.555,3,1,0.17,1,1,0,1,0,6,3,0.014004094955405666,5.92,1.02,4.9,3.569004094955406,3.5700000000000003,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,7,monoprotic,medium,base,single,1,2.88,4.116,0,0,,1,1,0,1,0,3,0,0.013589957230870198,5.25,0.0,5.25,4.1024100427691295,4.1,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,8,diprotic,far,acid,separated,2,4.65,1.806,0,0,,1,0,0,1,0,8,0,0.05887175390469279,26.360000000000007,26.360000000000007,0.0,1.8648717539046928,1.86,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,9,diprotic,near,acid,separated,2,4.682,3.988,1,0,1.16,0,0,0,1,1,1,1,0.10140877066077314,2.32,2.32,0.0,3.886591229339227,3.89,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,10,diprotic,near,acid,separated,2,5.979,5.703,0,0,,1,0,0,1,0,4,0,0.0666709332812987,1.8000000000000003,1.8000000000000003,0.0,5.769670933281299,5.7700000000000005,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,11,diprotic,far,acid,separated,2,5.248,2.912,1,0,0.845,1,1,0,1,0,5,1,0.038333704675693525,15.009999999999998,15.009999999999998,0.0,2.8736662953243064,2.87,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,12,diprotic,near,base,separated,2,4.5,4.786,1,0,0.38,1,1,0,1,0,2,1,0.006759998074114648,1.08,0.32,0.76,4.792759998074114,4.79,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,13,monoprotic,near,acid,single,1,6.315,5.788,0,0,,1,0,0,1,0,1,0,0.08146520296740789,1.32,1.32,0.0,5.869465202967408,5.87,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,14,triprotic,medium,acid,separated,3,4.463,3.136,1,0,2.54,1,1,0,1,0,5,1,0.017590803633105168,7.49,5.08,2.41,3.118409196366895,3.12,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,15,triprotic,medium,base,separated,3,2.742,4.211,0,0,,1,0,0,1,0,18,0,0.09026239855922746,15.500000000000004,0.0,15.500000000000004,4.120737601440773,4.12,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,16,diprotic,far,base,separated,2,4.167,7.392,0,0,,1,0,0,1,0,8,0,0.09216657360093361,17.810000000000002,0.0,17.810000000000002,7.299833426399067,7.3,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,17,diprotic,near,base,separated,2,5.327,5.746,0,0,,1,0,0,1,0,9,0,0.09129000752148464,3.769999999999999,0.0,3.769999999999999,5.654709992478516,5.65,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,18,diprotic,medium,acid,separated,2,4.002,3.06,0,0,,1,0,0,1,0,8,0,0.05488260514031529,10.76,10.76,0.0,3.1148826051403153,3.11,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,19,monoprotic,near,base,single,1,9.028,9.235,0,0,,1,0,0,1,0,9,0,0.08571762168889308,0.18,0.0,0.18,9.149282378311106,9.15,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,20,monoprotic,medium,base,single,1,7.457,8.225,0,0,,1,0,0,1,0,24,0,0.08168370604594877,2.22,0.0,2.22,8.14331629395405,8.14,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,21,monoprotic,medium,base,single,1,3.462,5.362,7,6,0.02,1,1,0,1,0,10,7,0.029416482239829733,13.120000000000001,5.64,7.48,5.39141648223983,5.39,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
1000101,22,monoprotic,medium,acid,single,1,5.939,4.334,1,0,0.2,1,1,0,1,0,5,1,0.017409858952129653,9.42,9.42,0.0,4.31659014104787,4.32,measured_success,step_cost_0p005,303,101,94da3c44ad7a9d57d8dc12e619ccaa2339252b2bd335971ddd9f893307172971,full,0.005
